technology,hour,value
Wind,260,0.5
Wind,261,0.6
Wind,262,0.7
Wind,263,0.7
Wind,264,0.5
Wind,265,0.8
Wind,266,0.7
Wind,267,0.9
Wind,268,1.2
Wind,269,1.3
Wind,270,1.0
Wind,271,1.8
Wind,272,1.4
Wind,273,1.4
Wind,274,1.2
Wind,275,0.9
Wind,276,1.2
Wind,277,1.1
Wind,278,1.4
Wind,279,1.1
Wind,280,0.9
Wind,281,1.0
Wind,282,0.8
Wind,283,1.0
Wind,284,1.0
Wind,285,0.9
Wind,286,1.0
Wind,287,0.8
Wind,288,1.0
Wind,289,0.5
Wind,290,0.9
Wind,291,0.8
Wind,292,1.1
Wind,293,1.6
Wind,294,1.8
Wind,295,1.8
Wind,296,1.5
Wind,297,1.7
Wind,298,1.3
Wind,299,0.9
Wind,300,0.7
Wind,301,0.6
Wind,302,0.8
Wind,303,0.6
Wind,304,0.5
Wind,305,0.6
Wind,306,0.5
Wind,307,0.6
Wind,308,0.5
Wind,309,1.1
Wind,310,1.4
Wind,311,1.4
Wind,312,1.3
Wind,313,1.3
Wind,314,1.3
Wind,315,1.3
Wind,316,0.9
Wind,317,1.0
Wind,318,1.6
Wind,319,0.8
Wind,320,1.4
Wind,321,0.8
Wind,322,1.5
Wind,323,1.5
Wind,324,1.2
Wind,325,1.6
Wind,326,1.8
Wind,327,1.1
Wind,328,1.1
Wind,329,0.5
Wind,330,0.6
Wind,331,0.5
Wind,332,0.5
Wind,333,1.0
Wind,334,0.7
Wind,335,0.7
Wind,336,0.6
Wind,337,0.5
Wind,338,0.5
Wind,339,2.0
Wind,340,1.8
Wind,341,1.5
Wind,342,0.6
Wind,343,0.6
Wind,344,0.5
Wind,345,0.7
Wind,346,0.6
Wind,347,0.5
Wind,348,0.5
Wind,349,0.5
Wind,350,1.0
Wind,351,1.3
Wind,352,0.9
Wind,353,1.5
Wind,354,1.8
Wind,355,2.2
Wind,356,1.9
Wind,357,2.1
Wind,358,2.4
Wind,359,2.2
Wind,360,2.6
Wind,361,1.8
Wind,362,2.4
Wind,363,2.1
Wind,364,2.1
Wind,365,2.5
Wind,366,2.9
Wind,367,2.7
Wind,368,2.8
Wind,369,2.9
Wind,370,3.3
Wind,371,3.6
Wind,372,3.4
Wind,373,1.5
Wind,374,3.1
Wind,375,2.7
Wind,376,2.7
Wind,377,3.6
Wind,378,3.3
Wind,379,2.4
Wind,380,2.7
Wind,381,2.7
Wind,382,2.8
Wind,383,3.3
Wind,384,4.4
Wind,385,4.1
Wind,386,4.6
Wind,387,4.2
Wind,388,3.7
Wind,389,3.9
Wind,390,3.8
Wind,391,3.6
Wind,392,3.6
Wind,393,3.7
Wind,394,2.5
Wind,395,2.0
Wind,396,1.6
Wind,397,1.7
Wind,398,1.0
Wind,399,1.2
Wind,400,0.5
Wind,401,0.7
Wind,402,1.1
Wind,403,0.9
Wind,404,0.6
Wind,405,0.8
Wind,406,1.0
Wind,407,0.8
Wind,408,1.2
Wind,409,1.0
Wind,410,0.6
Wind,411,0.9
Wind,412,0.6
Wind,413,0.7
Wind,414,0.6
Wind,415,0.6
Wind,416,0.6
Wind,417,0.6
Wind,418,0.6
Wind,419,1.0
Wind,420,1.0
Wind,421,1.3
Wind,422,1.8
Wind,423,2.0
Wind,424,1.9
Wind,425,1.5
Wind,426,1.3
Wind,427,1.8
Wind,428,0.9
Wind,429,0.8
Wind,430,1.3
Wind,431,3.2
Wind,432,3.6
Wind,433,4.0
Wind,434,3.5
Wind,435,3.0
Wind,436,2.2
Wind,437,2.6
Wind,438,3.5
Wind,439,3.6
Wind,440,2.6
Wind,441,2.3
Wind,442,3.1
Wind,443,2.8
Wind,444,3.1
Wind,445,3.2
Wind,446,2.9
Wind,447,3.8
Wind,448,3.3
Wind,449,3.4
Wind,450,2.3
Wind,451,2.7
Wind,452,3.1
Wind,453,4.0
Wind,454,4.1
Wind,455,4.7
Wind,456,2.8
Wind,457,3.0
Wind,458,4.1
Wind,459,4.3
Wind,460,3.7
Wind,461,3.3
Wind,462,3.2
Wind,463,3.5
Wind,464,4.3
Wind,465,4.2
Wind,466,4.1
Wind,467,3.1
Wind,468,3.3
Wind,469,2.0
Wind,470,1.8
Wind,471,2.1
Wind,472,1.5
Wind,473,1.3
Wind,474,0.9
Wind,475,0.8
Wind,476,0.9
Wind,477,1.1
Wind,478,1.4
Wind,479,1.6
Wind,480,2.5
Wind,481,2.8
Wind,482,3.3
Wind,483,2.2
Wind,484,2.1
Wind,485,2.0
Wind,486,2.0
Wind,487,1.7
Wind,488,2.5
Wind,489,2.1
Wind,490,2.3
Wind,491,2.2
Wind,492,2.4
Wind,493,2.4
Wind,494,2.9
Wind,495,3.3
Wind,496,3.1
Wind,497,3.2
Wind,498,2.7
Wind,499,3.0
Wind,500,3.0
Wind,501,2.6
Wind,502,2.6
Wind,503,2.6
Wind,504,2.3
Wind,505,2.3
Wind,506,2.8
Wind,507,2.3
Wind,508,2.2
Wind,509,2.1
Wind,510,2.1
Wind,511,2.4
Wind,512,2.2
Wind,513,1.7
Wind,514,1.4
Wind,515,0.8
Wind,516,1.2
Wind,517,0.8
Wind,518,1.1
Wind,519,1.3
Wind,520,1.4
Wind,521,0.8
Wind,522,0.6
Wind,523,0.6
Wind,524,0.5
Wind,525,0.6
Wind,526,1.1
Wind,527,1.8
Wind,528,1.7
Wind,529,1.3
Wind,530,1.3
Wind,531,1.8
Wind,532,1.0
Wind,533,1.4
Wind,534,0.9
Wind,535,1.2
Wind,536,1.1
Wind,537,0.8
Wind,538,0.8
Wind,539,0.9
Wind,540,0.5
Wind,541,0.6
Wind,542,1.1
Wind,543,0.7
Wind,544,0.6
Wind,545,0.5
Wind,546,0.6
Wind,547,0.6
Wind,548,0.8
Wind,549,2.3
Wind,550,2.0
Wind,551,1.9
Wind,552,1.8
Wind,553,1.7
Wind,554,1.7
Wind,555,1.0
Wind,556,1.1
Wind,557,1.2
Wind,558,1.6
Wind,559,1.4
Wind,560,1.7
Wind,561,1.0
Wind,562,0.7
Wind,563,0.7
Wind,564,0.5
Wind,565,1.0
Wind,566,0.9
Wind,567,0.8
Wind,568,1.1
Wind,569,0.9
Wind,570,1.5
Wind,571,2.2
Wind,572,1.9
Wind,573,1.6
Wind,574,1.9
Wind,575,1.7
Wind,576,1.4
Wind,577,1.3
Wind,578,1.2
Wind,579,1.0
Wind,580,1.3
Wind,581,1.3
Wind,582,1.2
Wind,583,1.4
Wind,584,1.2
Wind,585,1.0
Wind,586,1.1
Wind,587,1.3
Wind,588,1.0
Wind,589,1.2
Wind,590,1.5
Wind,591,1.4
Wind,592,1.7
Wind,593,1.4
Wind,594,1.6
Wind,595,2.1
Wind,596,1.7
Wind,597,2.0
Wind,598,2.2
Wind,599,2.6
Wind,600,2.4
Wind,601,2.0
Wind,602,2.0
Wind,603,1.6
Wind,604,1.9
Wind,605,2.1
Wind,606,2.0
Wind,607,2.4
Wind,608,2.3
Wind,609,2.2
Wind,610,2.4
Wind,611,2.2
Wind,612,2.4
Wind,613,2.5
Wind,614,3.3
Wind,615,3.1
Wind,616,3.2
Wind,617,3.1
Wind,618,2.5
Wind,619,2.7
Wind,620,4.1
Wind,621,4.1
Wind,622,3.5
Wind,623,3.5
Wind,624,3.2
Wind,625,2.4
Wind,626,2.4
Wind,627,3.3
Wind,628,3.1
Wind,629,2.8
Wind,630,3.3
Wind,631,4.1
Wind,632,2.9
Wind,633,2.5
Wind,634,2.8
Wind,635,4.2
Wind,636,2.9
Wind,637,3.2
Wind,638,3.0
Wind,639,3.2
Wind,640,3.4
Wind,641,4.2
Wind,642,4.2
Wind,643,4.0
Wind,644,3.7
Wind,645,3.4
Wind,646,3.4
Wind,647,3.6
Wind,648,3.5
Wind,649,2.8
Wind,650,2.0
Wind,651,1.7
Wind,652,1.7
Wind,653,1.7
Wind,654,1.9
Wind,655,2.1
Wind,656,2.0
Wind,657,2.6
Wind,658,3.0
Wind,659,2.3
Wind,660,2.6
Wind,661,2.2
Wind,662,2.1
Wind,663,2.8
Wind,664,3.1
Wind,665,3.4
Wind,666,2.9
Wind,667,3.1
Wind,668,3.1
Wind,669,3.2
Wind,670,4.2
Wind,671,4.7
Wind,672,4.0
Wind,673,4.5
Wind,674,4.0
Wind,675,3.8
Wind,676,4.5
Wind,677,4.8
Wind,678,5.4
Wind,679,4.3
Wind,680,4.0
Wind,681,4.6
Wind,682,3.8
Wind,683,4.5
Wind,684,4.3
Wind,685,5.0
Wind,686,4.3
Wind,687,4.4
Wind,688,4.8
Wind,689,5.1
Wind,690,5.0
Wind,691,5.3
Wind,692,4.9
Wind,693,4.4
Wind,694,4.8
Wind,695,4.8
Wind,696,4.4
Wind,697,3.9
Wind,698,3.2
Wind,699,2.8
Wind,700,3.0
Wind,701,3.0
Wind,702,2.5
Wind,703,2.1
Wind,704,1.9
Wind,705,1.6
Wind,706,1.7
Wind,707,1.9
Wind,708,2.6
Wind,709,2.5
Wind,710,3.0
Wind,711,3.2
Wind,712,3.3
Wind,713,2.4
Wind,714,4.0
Wind,715,4.7
Wind,716,4.3
Wind,717,3.9
Wind,718,4.0
Wind,719,3.8
Wind,720,3.9
Wind,721,3.3
Wind,722,3.0
Wind,723,2.8
Wind,724,3.2
Wind,725,2.7
Wind,726,3.4
Wind,727,3.4
Wind,728,3.0
Wind,729,4.5
Wind,730,3.7
Wind,731,3.7
Wind,732,2.6
Wind,733,2.2
Wind,734,1.5
Wind,735,1.2
Wind,736,2.2
Wind,737,3.2
Wind,738,2.9
Wind,739,3.1
Wind,740,4.0
Wind,741,3.9
Wind,742,4.4
Wind,743,3.9
Wind,744,4.7
Wind,745,5.0
Wind,746,4.5
Wind,747,3.3
Wind,748,3.7
Wind,749,3.7
Wind,750,4.0
Wind,751,4.7
Wind,752,4.5
Wind,753,3.2
Wind,754,3.7
Wind,755,4.5
Wind,756,2.6
Wind,757,2.9
Wind,758,4.3
Wind,759,3.6
Wind,760,4.2
Wind,761,4.5
Wind,762,3.7
Wind,763,3.8
Wind,764,4.2
Wind,765,4.7
Wind,766,4.5
Wind,767,4.6
Wind,768,3.5
Wind,769,4.1
Wind,770,2.7
Wind,771,2.7
Wind,772,3.2
Wind,773,2.2
Wind,774,1.8
Wind,775,1.2
Wind,776,1.1
Wind,777,0.7
Wind,778,0.7
Wind,779,1.2
Wind,780,1.5
Wind,781,1.5
Wind,782,2.2
Wind,783,2.0
Wind,784,2.1
Wind,785,2.0
Wind,786,1.9
Wind,787,1.9
Wind,788,1.9
Wind,789,1.9
Wind,790,1.7
Wind,791,1.3
Wind,792,1.9
Wind,793,2.2
Wind,794,1.3
Wind,795,1.5
Wind,796,1.9
Wind,797,2.2
Wind,798,2.1
Wind,799,1.6
Wind,800,1.7
Wind,801,1.6
Wind,802,1.8
Wind,803,1.9
Wind,804,1.2
Wind,805,1.7
Wind,806,1.8
Wind,807,1.6
Wind,808,1.9
Wind,809,2.2
Wind,810,2.0
Wind,811,3.0
Wind,812,2.5
Wind,813,2.8
Wind,814,3.9
Wind,815,3.8
Wind,816,3.9
Wind,817,3.6
Wind,818,4.1
Wind,819,4.0
Wind,820,3.9
Wind,821,4.7
Wind,822,4.8
Wind,823,5.6
Wind,824,3.8
Wind,825,3.3
Wind,826,3.8
Wind,827,2.8
Wind,828,2.3
Wind,829,3.1
Wind,830,3.1
Wind,831,3.7
Wind,832,3.0
Wind,833,2.9
Wind,834,3.3
Wind,835,3.6
Wind,836,3.5
Wind,837,2.9
Wind,838,3.3
Wind,839,3.7
Wind,840,2.6
Wind,841,2.6
Wind,842,2.2
Wind,843,2.3
Wind,844,2.5
Wind,845,2.3
Wind,846,2.4
Wind,847,2.8
Wind,848,3.4
Wind,849,2.6
Wind,850,4.0
Wind,851,4.7
Wind,852,5.3
Wind,853,4.8
Wind,854,4.9
Wind,855,3.5
Wind,856,4.8
Wind,857,5.2
Wind,858,5.2
Wind,859,5.8
Wind,860,6.1
Wind,861,5.9
Wind,862,5.2
Wind,863,5.7
Wind,864,5.9
Wind,865,5.8
Wind,866,6.5
Wind,867,5.4
Wind,868,4.8
Wind,869,4.7
Wind,870,3.5
Wind,871,4.3
Wind,872,3.1
Wind,873,2.6
Wind,874,3.0
Wind,875,4.9
Wind,876,4.3
Wind,877,3.6
Wind,878,2.5
Wind,879,3.4
Wind,880,3.7
Wind,881,3.9
Wind,882,3.4
Wind,883,3.6
Wind,884,4.3
Wind,885,3.9
Wind,886,3.7
Wind,887,3.6
Wind,888,4.5
Wind,889,4.5
Wind,890,3.7
Wind,891,3.4
Wind,892,2.8
Wind,893,2.9
Wind,894,2.4
Wind,895,1.7
Wind,896,2.4
Wind,897,2.0
Wind,898,1.6
Wind,899,1.6
Wind,900,1.7
Wind,901,1.3
Wind,902,2.8
Wind,903,2.9
Wind,904,2.1
Wind,905,2.9
Wind,906,3.4
Wind,907,2.2
Wind,908,1.7
Wind,909,2.3
Wind,910,3.0
Wind,911,2.4
Wind,912,2.1
Wind,913,2.3
Wind,914,2.6
Wind,915,3.0
Wind,916,3.0
Wind,917,3.2
Wind,918,2.6
Wind,919,2.4
Wind,920,3.3
Wind,921,2.0
Wind,922,1.7
Wind,923,1.4
Wind,924,2.2
Wind,925,2.6
Wind,926,2.1
Wind,927,1.1
Wind,928,1.3
Wind,929,1.9
Wind,930,1.9
Wind,931,1.4
Wind,932,2.2
Wind,933,2.6
Wind,934,2.8
Wind,935,2.5
Wind,936,2.3
Wind,937,1.4
Wind,938,1.0
Wind,939,0.6
Wind,940,0.7
Wind,941,0.7
Wind,942,0.9
Wind,943,0.6
Wind,944,0.5
Wind,945,0.9
Wind,946,1.3
Wind,947,0.8
Wind,948,1.0
Wind,949,1.0
Wind,950,1.5
Wind,951,1.4
Wind,952,1.5
Wind,953,1.5
Wind,954,2.4
Wind,955,3.0
Wind,956,2.3
Wind,957,4.2
Wind,958,4.0
Wind,959,3.9
Wind,960,3.3
Wind,961,2.8
Wind,962,3.1
Wind,963,2.8
Wind,964,1.2
Wind,965,1.5
Wind,966,1.7
Wind,967,1.9
Wind,968,1.9
Wind,969,1.6
Wind,970,1.6
Wind,971,1.0
Wind,972,1.7
Wind,973,1.7
Wind,974,3.1
Wind,975,3.2
Wind,976,1.9
Wind,977,2.8
Wind,978,2.1
Wind,979,2.6
Wind,980,3.9
Wind,981,4.9
Wind,982,4.5
Wind,983,4.3
Wind,984,4.3
Wind,985,3.3
Wind,986,4.0
Wind,987,3.4
Wind,988,3.2
Wind,989,3.1
Wind,990,2.5
Wind,991,2.9
Wind,992,2.0
Wind,993,1.0
Wind,994,0.8
Wind,995,0.8
Wind,996,0.5
Wind,997,0.6
Wind,998,0.7
Wind,999,0.5
Wind,1000,0.5
Wind,1001,0.7
Wind,1002,0.7
Wind,1003,1.8
Wind,1004,1.6
Wind,1005,1.4
Wind,1006,3.4
Wind,1007,3.8
Wind,1008,2.9
Wind,1009,2.4
Wind,1010,1.0
Wind,1011,0.8
Wind,1012,1.0
Wind,1013,0.8
Wind,1014,0.7
Wind,1015,0.6
Wind,1016,0.5
Wind,1017,0.5
Wind,1018,0.7
Wind,1019,0.7
Wind,1020,1.4
Wind,1021,2.5
Wind,1022,2.0
Wind,1023,2.1
Wind,1024,1.8
Wind,1025,2.2
Wind,1026,3.0
Wind,1027,3.4
Wind,1028,2.9
Wind,1029,3.2
Wind,1030,3.3
Wind,1031,3.2
Wind,1032,2.7
Wind,1033,2.4
Wind,1034,2.2
Wind,1035,2.6
Wind,1036,2.7
Wind,1037,2.8
Wind,1038,3.2
Wind,1039,2.3
Wind,1040,2.0
Wind,1041,1.6
Wind,1042,2.4
Wind,1043,2.5
Wind,1044,3.5
Wind,1045,3.3
Wind,1046,3.8
Wind,1047,4.5
Wind,1048,4.4
Wind,1049,4.6
Wind,1050,4.6
Wind,1051,4.1
Wind,1052,4.3
Wind,1053,3.9
Wind,1054,3.3
Wind,1055,3.7
Wind,1056,3.4
Wind,1057,3.3
Wind,1058,2.7
Wind,1059,2.0
Wind,1060,1.8
Wind,1061,1.8
Wind,1062,2.0
Wind,1063,2.1
Wind,1064,2.5
Wind,1065,2.8
Wind,1066,1.7
Wind,1067,1.3
Wind,1068,1.6
Wind,1069,1.8
Wind,1070,1.6
Wind,1071,1.5
Wind,1072,1.1
Wind,1073,1.6
Wind,1074,1.7
Wind,1075,2.3
Wind,1076,2.7
Wind,1077,3.0
Wind,1078,2.9
Wind,1079,3.2
Wind,1080,2.6
Wind,1081,1.5
Wind,1082,1.9
Wind,1083,1.8
Wind,1084,2.2
Wind,1085,2.8
Wind,1086,2.6
Wind,1087,2.8
Wind,1088,2.7
Wind,1089,3.2
Wind,1090,3.0
Wind,1091,3.1
Wind,1092,3.8
Wind,1093,4.0
Wind,1094,3.4
Wind,1095,3.1
Wind,1096,3.3
Wind,1097,3.4
Wind,1098,3.9
Wind,1099,4.3
Wind,1100,4.6
Wind,1101,4.3
Wind,1102,3.8
Wind,1103,3.9
Wind,1104,5.0
Wind,1105,5.3
Wind,1106,5.1
Wind,1107,4.9
Wind,1108,5.6
Wind,1109,5.0
Wind,1110,5.1
Wind,1111,5.9
Wind,1112,6.7
Wind,1113,6.3
Wind,1114,7.1
Wind,1115,7.4
Wind,1116,7.7
Wind,1117,7.0
Wind,1118,7.5
Wind,1119,9.2
Wind,1120,8.0
Wind,1121,7.3
Wind,1122,6.8
Wind,1123,8.7
Wind,1124,8.2
Wind,1125,6.5
Wind,1126,4.2
Wind,1127,5.0
Wind,1128,4.0
Wind,1129,4.9
Wind,1130,2.9
Wind,1131,2.8
Wind,1132,3.4
Wind,1133,3.3
Wind,1134,3.5
Wind,1135,2.5
Wind,1136,3.6
Wind,1137,2.5
Wind,1138,1.3
Wind,1139,1.5
Wind,1140,1.8
Wind,1141,1.6
Wind,1142,2.0
Wind,1143,2.2
Wind,1144,2.4
Wind,1145,2.9
Wind,1146,3.1
Wind,1147,3.3
Wind,1148,3.6
Wind,1149,3.7
Wind,1150,3.2
Wind,1151,3.0
Wind,1152,5.2
Wind,1153,5.5
Wind,1154,5.9
Wind,1155,7.5
Wind,1156,5.5
Wind,1157,5.7
Wind,1158,5.6
Wind,1159,6.2
Wind,1160,6.9
Wind,1161,6.0
Wind,1162,6.2
Wind,1163,6.3
Wind,1164,6.1
Wind,1165,5.9
Wind,1166,5.3
Wind,1167,5.0
Wind,1168,5.3
Wind,1169,6.1
Wind,1170,6.2
Wind,1171,6.0
Wind,1172,5.7
Wind,1173,5.3
Wind,1174,5.0
Wind,1175,4.0
Wind,1176,3.3
Wind,1177,2.8
Wind,1178,2.3
Wind,1179,2.6
Wind,1180,2.5
Wind,1181,2.7
Wind,1182,2.8
Wind,1183,3.3
Wind,1184,5.7
Wind,1185,4.9
Wind,1186,5.3
Wind,1187,5.5
Wind,1188,6.4
Wind,1189,5.0
Wind,1190,4.2
Wind,1191,4.6
Wind,1192,4.1
Wind,1193,4.8
Wind,1194,5.0
Wind,1195,5.0
Wind,1196,5.8
Wind,1197,5.6
Wind,1198,5.5
Wind,1199,5.7
Wind,1200,5.6
Wind,1201,5.1
Wind,1202,4.9
Wind,1203,5.4
Wind,1204,5.6
Wind,1205,4.0
Wind,1206,4.4
Wind,1207,5.0
Wind,1208,5.6
Wind,1209,6.2
Wind,1210,6.2
Wind,1211,6.8
Wind,1212,6.3
Wind,1213,4.8
Wind,1214,4.4
Wind,1215,3.6
Wind,1216,4.8
Wind,1217,5.8
Wind,1218,6.4
Wind,1219,6.0
Wind,1220,7.1
Wind,1221,6.2
Wind,1222,6.3
Wind,1223,6.3
Wind,1224,6.5
Wind,1225,5.9
Wind,1226,5.6
Wind,1227,5.0
Wind,1228,4.8
Wind,1229,5.1
Wind,1230,3.3
Wind,1231,3.3
Wind,1232,3.4
Wind,1233,4.2
Wind,1234,4.1
Wind,1235,4.1
Wind,1236,4.4
Wind,1237,3.7
Wind,1238,3.0
Wind,1239,2.7
Wind,1240,3.0
Wind,1241,3.6
Wind,1242,4.1
Wind,1243,3.6
Wind,1244,4.3
Wind,1245,4.5
Wind,1246,3.1
Wind,1247,3.4
Wind,1248,3.6
Wind,1249,4.1
Wind,1250,3.0
Wind,1251,4.0
Wind,1252,4.0
Wind,1253,4.3
Wind,1254,4.0
Wind,1255,4.4
Wind,1256,3.9
Wind,1257,3.9
Wind,1258,3.0
Wind,1259,2.5
Wind,1260,1.7
Wind,1261,1.1
Wind,1262,1.4
Wind,1263,1.2
Wind,1264,0.9
Wind,1265,1.1
Wind,1266,2.4
Wind,1267,2.9
Wind,1268,2.9
Wind,1269,2.7
Wind,1270,2.4
Wind,1271,1.9
Wind,1272,2.1
Wind,1273,2.2
Wind,1274,0.9
Wind,1275,0.6
Wind,1276,0.8
Wind,1277,0.9
Wind,1278,0.5
Wind,1279,0.6
Wind,1280,0.7
Wind,1281,0.7
Wind,1282,0.8
Wind,1283,1.7
Wind,1284,2.0
Wind,1285,1.8
Wind,1286,1.5
Wind,1287,1.8
Wind,1288,2.6
Wind,1289,2.7
Wind,1290,2.8
Wind,1291,3.9
Wind,1292,4.0
Wind,1293,4.0
Wind,1294,4.3
Wind,1295,5.1
Wind,1296,4.1
Wind,1297,5.0
Wind,1298,4.6
Wind,1299,3.8
Wind,1300,4.0
Wind,1301,4.9
Wind,1302,2.6
Wind,1303,2.7
Wind,1304,3.1
Wind,1305,3.0
Wind,1306,2.3
Wind,1307,3.5
Wind,1308,3.2
Wind,1309,2.3
Wind,1310,2.5
Wind,1311,3.0
Wind,1312,3.1
Wind,1313,3.6
Wind,1314,3.6
Wind,1315,4.5
Wind,1316,4.4
Wind,1317,4.1
Wind,1318,4.0
Wind,1319,3.4
Wind,1320,1.7
Wind,1321,2.2
Wind,1322,2.2
Wind,1323,2.8
Wind,1324,2.7
Wind,1325,1.5
Wind,1326,1.2
Wind,1327,0.8
Wind,1328,0.9
Wind,1329,1.6
Wind,1330,0.9
Wind,1331,0.8
Wind,1332,0.7
Wind,1333,0.6
Wind,1334,0.9
Wind,1335,1.4
Wind,1336,0.6
Wind,1337,1.5
Wind,1338,1.2
Wind,1339,2.4
Wind,1340,2.2
Wind,1341,2.3
Wind,1342,2.0
Wind,1343,1.8
Wind,1344,2.1
Wind,1345,1.0
Wind,1346,1.2
Wind,1347,1.1
Wind,1348,1.6
Wind,1349,0.9
Wind,1350,1.5
Wind,1351,0.6
Wind,1352,0.5
Wind,1353,0.7
Wind,1354,0.7
Wind,1355,1.5
Wind,1356,0.9
Wind,1357,0.8
Wind,1358,0.8
Wind,1359,2.1
Wind,1360,2.9
Wind,1361,4.1
